rms,zcr,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,file,classID,cluster,cluster_label
0.034229707,0.0953511988863032,4025.1884784271742,-217.47623,130.5314,-43.42347,68.589355,-23.72567,27.765268,-17.503847,14.096471,-11.876595,14.558195,-2.3652673,-0.51058406,-6.8521833,103074-7-4-3.wav,7,1,Traffic Horns
0.03151938,0.085916722074468,3789.077797526064,-230.69685,136.63002,-38.157295,68.48661,-25.155304,25.29888,-17.118866,12.20819,-11.108094,11.818417,-1.9117646,-1.3920316,-6.4530153,103074-7-4-4.wav,7,2,Drilling Noise
0.035241272,0.0792768762466755,3609.0198169394193,-226.55424,140.31839,-36.535496,68.35069,-24.673758,23.76142,-15.706501,9.131366,-10.805913,12.297251,0.88808507,-2.8305366,-4.483401,103074-7-4-5.wav,7,2,Drilling Noise
0.03679459,0.0702891248337766,3364.581911274084,-231.70038,147.73134,-39.696213,66.0959,-24.16518,23.669321,-11.66372,8.189632,-11.174486,13.360064,4.0094247,-1.3677413,-2.7833908,103074-7-4-6.wav,7,2,Drilling Noise
0.009589651,0.0129524393284574,1313.75430644471,-488.43826,182.28954,-26.3997,32.50575,11.872278,13.98864,18.579872,12.716476,19.11025,11.928435,17.146965,8.731846,4.8692327,103258-5-0-0.wav,5,0,Engine Idling
0.0087855365,0.0143978037732712,1376.0513035723127,-490.04584,188.2104,-32.118008,35.74112,7.402462,15.983699,15.446645,14.299801,17.661291,12.493203,16.897982,8.151087,4.526888,103258-5-0-1.wav,5,0,Engine Idling
0.008678124,0.0144263734208776,1384.6395950870783,-491.2632,190.41377,-35.053715,34.69457,7.9590945,15.191975,16.261961,15.182513,18.00148,12.8233185,15.165628,7.1708856,4.4261413,103258-5-0-10.wav,5,0,Engine Idling
0.008307675,0.0153678731715425,1450.3329453001595,-489.2592,192.64429,-37.208797,34.624783,4.716497,14.518208,14.961572,15.624616,17.454514,13.227675,14.331088,5.997786,3.0540774,103258-5-0-12.wav,5,0,Engine Idling
0.008357721,0.0154172207446808,1445.9769275287597,-490.1166,193.32251,-37.517036,34.828796,3.7755363,14.736002,15.213421,16.026081,16.958614,12.520484,13.697086,6.339021,2.953145,103258-5-0-13.wav,5,0,Engine Idling
0.008866095,0.0155652634640957,1415.8299208261226,-489.9489,192.21796,-35.87425,34.47092,3.845074,14.906512,16.63556,16.793772,18.443508,11.840186,14.150375,6.3375573,3.6135678,103258-5-0-14.wav,5,0,Engine Idling
0.01221114,0.0135303253823138,1308.6950470557588,-471.58997,172.09538,-18.355488,23.711657,14.947769,10.228617,22.137291,15.203061,19.54861,14.089597,13.917726,9.089332,4.2725525,103258-5-0-15.wav,5,0,Engine Idling
0.014126198,0.0129745158743351,1288.5861274992342,-464.73337,169.34975,-19.834082,28.501272,14.646085,12.09342,23.365335,15.224261,20.641033,15.021711,15.155995,9.65097,5.04005,103258-5-0-16.wav,5,0,Engine Idling
0.012925123,0.0131926840924202,1339.4542939891348,-464.9562,171.54465,-24.234245,32.30079,11.965288,14.001924,23.289057,14.720706,21.666843,13.998276,15.908946,8.570495,4.244869,103258-5-0-17.wav,5,0,Engine Idling
0.012727393,0.014088732130984,1413.6653184550703,-460.48056,166.87932,-21.500893,31.685541,9.278075,15.735715,22.1687,14.504577,21.794018,13.075195,15.20579,6.845133,4.7268,103258-5-0-18.wav,5,0,Engine Idling
0.013154639,0.0144432554853723,1448.4574651364187,-457.72745,163.8285,-20.067356,33.893307,7.0810657,16.95403,21.303122,14.720552,21.991491,12.587177,15.281479,6.4774094,6.1976943,103258-5-0-19.wav,5,0,Engine Idling
0.008577529,0.0148172581449468,1373.7561230504346,-491.4536,194.03831,-35.674065,36.00321,5.6728635,15.011726,14.146658,16.040005,17.441088,13.961447,15.498374,8.50327,3.0977435,103258-5-0-2.wav,5,0,Engine Idling
0.008494673,0.015248400099734,1377.6410842557668,-490.2831,197.64482,-36.51383,35.222797,4.3047194,13.178991,14.519464,16.630083,17.894297,13.144628,14.603484,7.708338,2.4526134,103258-5-0-3.wav,5,0,Engine Idling
0.008642348,0.0162054832945478,1404.8634125181327,-484.2617,196.44785,-36.043453,34.53284,2.3001556,13.631485,15.911954,16.74704,17.633347,11.19565,14.44545,7.389711,3.2697523,103258-5-0-4.wav,5,0,Engine Idling
0.008611791,0.0163509287732712,1421.1401105276495,-484.0434,194.6509,-35.891346,34.903,2.5019648,14.947776,15.570567,16.47328,16.781536,11.346498,14.872135,7.7464013,3.370645,103258-5-0-5.wav,5,0,Engine Idling
0.010610422,0.0147873898769946,1319.5493331577245,-473.4656,187.5463,-28.46355,30.579502,10.241705,10.106445,20.732176,13.762186,19.22655,11.154924,15.784692,7.65071,3.1759079,103258-5-0-6.wav,5,0,Engine Idling
0.012418027,0.0139874397440159,1260.1384584496643,-459.4128,174.87866,-16.89499,21.655617,17.216656,6.5743356,22.097448,15.052711,17.358507,14.796921,13.6361885,9.819797,3.6585343,103258-5-0-7.wav,5,0,Engine Idling
0.010787154,0.0146094788896276,1298.2462721311483,-465.89374,175.35873,-16.925894,20.117811,16.82688,5.826281,21.078306,15.055916,18.01404,15.425975,12.92068,8.478089,2.6199033,103258-5-0-8.wav,5,0,Engine Idling
0.009381828,0.0139874397440159,1337.3451286106654,-486.7553,193.72731,-34.934216,34.747147,6.529356,13.625179,16.754925,15.9592705,19.035551,13.168578,15.169598,6.2909727,4.122433,103258-5-0-9.wav,5,0,Engine Idling
0.046488814,0.0558289872839095,2403.8451870849117,-244.42616,173.86563,-54.1383,15.064988,-21.070896,9.103862,-9.357778,6.4108324,-10.515616,-7.67614,0.028507639,0.39348772,-6.671714,105415-2-0-1.wav,2,3,Children Playing
0.040782314,0.059987169630984,2480.4723155581896,-251.4487,169.87108,-51.670025,6.1793194,-25.162119,9.448519,-14.865146,3.5272818,-9.302253,-1.0063198,-1.4372926,0.5403166,-8.3275,105415-2-0-15.wav,2,3,Children Playing
0.039237525,0.0504591921542553,2497.179782730621,-251.27913,170.01698,-34.419827,13.754404,-19.211018,19.128248,-13.822689,3.455024,-6.730208,-2.3085163,-8.006988,-0.5668405,-5.6278543,105415-2-0-19.wav,2,3,Children Playing
0.039204933,0.0521811627327127,2361.450484767489,-259.00104,171.05774,-38.867554,1.7590039,-17.592276,10.660802,-10.980985,-1.7424616,-7.304994,-7.1610413,-2.1090257,-5.7615514,-6.798625,105415-2-0-21.wav,2,3,Children Playing
0.037767693,0.0596482297207446,2595.1697757491856,-249.76793,163.99109,-51.526493,18.152622,-17.85009,12.969464,-11.1563425,1.3258632,-2.2501698,-1.2515359,-3.238223,-3.4043975,-6.465015,105415-2-0-24.wav,2,3,Children Playing
0.040994223,0.0584431100398936,2409.9661132089595,-247.56004,174.21304,-52.033768,18.109358,-18.983816,13.357836,-11.423555,4.357863,-8.056589,-0.649346,0.73350865,-2.5459046,-7.315183,105415-2-0-4.wav,2,3,Children Playing
0.036004342,0.0502786839261968,2329.162362632449,-273.2658,170.8905,-39.496048,10.988624,-11.166472,13.84341,-4.6914277,1.0844784,-5.724581,-7.497655,-0.9591206,-5.168236,-3.6473227,105415-2-0-6.wav,2,3,Children Playing
0.029080434,0.0464308718417553,2215.330851567839,-298.26184,175.97137,-32.80902,9.3613205,-14.947649,13.760377,-13.478384,-2.7194536,-11.099677,-6.171732,-6.301916,-2.33498,-9.877829,105415-2-0-8.wav,2,3,Children Playing
0.107614,0.0980836730072463,3005.9698542083756,-118.82536,156.28621,-84.74554,31.865013,-33.39016,17.954988,-7.5658684,16.602259,-23.598888,5.303357,3.4617922,1.533979,-5.7869787,106905-8-0-0.wav,8,2,Drilling Noise
0.11300929,0.0831861413043478,2619.791211984781,-137.23943,169.48778,-87.17278,20.278053,-30.62496,11.938784,-1.6292362,14.217821,-14.921776,1.0586188,3.7102118,-4.0716496,-4.3034363,106905-8-0-1.wav,8,3,Children Playing
0.12059627,0.0724269701086956,2344.6086785648854,-159.19774,171.98743,-82.35271,8.516706,-23.319756,9.188558,6.2661486,11.271173,-15.963967,-5.001656,8.385758,-4.3140945,0.846952,106905-8-0-2.wav,8,3,Children Playing
0.12334486,0.0671818387681159,2269.666570692308,-174.73845,172.22725,-78.46956,8.138873,-21.892702,3.678646,6.3253,12.283113,-14.7186775,-2.650277,9.168848,-6.1083813,-0.84651124,106905-8-0-3.wav,8,3,Children Playing
0.113763705,0.053812229886968,2350.2398901268843,-177.19446,176.37958,-74.36757,33.208397,-2.939154,-1.0979309,-5.3433623,-8.487473,-5.8064613,-12.491423,-6.8937354,-4.112215,-5.3924775,108041-9-0-11.wav,9,3,Children Playing
0.12433753,0.049560546875,2332.954956687182,-160.00311,178.18774,-60.890667,36.2319,-11.339984,4.6181817,-3.0156004,-5.880308,-2.1783445,-9.011181,-5.8455176,-3.721897,-4.411419,108041-9-0-2.wav,9,3,Children Playing
0.12529354,0.0468944793051861,2180.135030564096,-170.33907,186.54521,-69.16825,32.52147,-10.4153805,-6.195646,-4.3288193,-9.64888,-1.2083735,-12.405588,-12.277532,-6.2809777,-4.694868,108041-9-0-4.wav,9,3,Children Playing
0.12239166,0.0442998358543883,2194.3488841124495,-176.58025,180.46687,-63.90779,34.534595,-2.8385415,-5.205271,-3.2400746,-10.645343,-3.4848263,-15.011089,-12.62267,-7.116013,-6.604044,108041-9-0-5.wav,9,3,Children Playing
0.11485148,0.0455569003490691,2193.815488447391,-178.71393,180.45679,-59.25635,35.79744,-0.38657525,0.84753436,0.6761382,-8.965189,-6.5876255,-16.80898,-7.6100154,-5.0890245,-8.510992,108041-9-0-6.wav,9,3,Children Playing
0.10027857,0.0532577189993351,2299.146264494665,-181.07227,180.68605,-58.850574,37.501205,-9.873437,-0.011479804,-0.12391196,-6.536571,-4.2090664,-11.7624,-6.654431,-6.7538037,-8.178317,108041-9-0-7.wav,9,3,Children Playing
0.10829345,0.0600118434175531,2431.9538840360096,-174.72844,174.3121,-71.13103,29.923607,-16.47655,-7.881971,-1.8232315,-4.6283536,0.14217092,-6.2729,-9.669849,-8.325805,-5.509828,108041-9-0-9.wav,9,3,Children Playing
0.07127209,0.0611624210438829,2099.033964848459,-233.38306,185.04521,-61.028976,1.0688988,-13.566983,-4.093982,3.048856,14.93329,-6.4012213,-6.211191,3.4734154,-4.5221615,-1.3910387,108362-2-0-11.wav,2,3,Children Playing
0.071822494,0.0599598986037234,2152.044765631963,-227.6671,184.7249,-58.02773,3.3696196,-14.441163,-5.9709077,0.51377934,18.590658,-5.860594,-4.0148854,5.1012974,-3.6239014,-0.7966658,108362-2-0-12.wav,2,3,Children Playing
0.06008183,0.0675269593583776,2529.5173801524097,-206.64407,177.87326,-63.920338,19.179596,-24.945856,3.6472077,-10.8355055,13.501673,-4.9390063,4.762622,-2.4112556,-4.446287,1.6992655,108362-2-0-21.wav,2,3,Children Playing
0.058507804,0.0560276761968085,2135.6393768636526,-224.77414,188.79251,-60.824863,17.52779,-16.581396,0.033703823,-1.426488,17.852509,-2.0597873,0.058443334,1.1501657,-2.7418342,0.52225935,108362-2-0-23.wav,2,3,Children Playing
0.061619952,0.0318058095079787,1592.7627133708215,-260.52295,202.48746,-34.7564,23.313862,-11.405269,4.4277186,0.2612485,12.0720005,3.8910964,6.66834,6.8436537,2.6220126,9.888473,108362-2-0-29.wav,2,0,Engine Idling
0.04150799,0.0462464677526595,1941.308972150947,-267.11926,191.82767,-41.229343,17.686937,-14.794601,1.0167983,-5.180097,7.8765674,-1.9485828,1.2703699,0.39016384,2.0220048,6.09579,108362-2-0-30.wav,2,3,Children Playing
0.042431984,0.0584989507147606,2268.371874224444,-253.01834,182.92715,-47.76873,21.71591,-19.271465,-1.8913646,-5.8339715,10.778575,-2.8996122,7.9741645,2.8730378,-3.2964659,3.7848985,108362-2-0-7.wav,2,3,Children Playing
0.06639605,0.0670140043218085,2371.7670603490533,-222.9129,177.39368,-64.93848,15.315077,-14.100642,1.1960756,-0.42004353,15.040893,-8.007072,0.29289815,2.8997724,-2.7492597,2.7300127,108362-2-0-9.wav,2,3,Children Playing
0.0621743,0.0030051783511513,588.3619142788854,-475.7851,168.00026,56.202034,54.178204,50.854065,21.736408,20.689037,22.345678,12.48302,8.496167,7.0983357,4.743641,3.4761312,113205-5-0-0.wav,5,0,Engine Idling
0.061171003,0.0034621806341544,564.782330061827,-489.96854,181.17502,52.080044,51.531666,49.00361,21.241564,24.968163,23.57416,11.306022,10.414564,7.8349595,3.0069094,2.2397292,113205-5-1-0.wav,5,0,Engine Idling
0.055717707,0.0032053616011984,581.161616194737,-502.5267,180.4799,48.07375,51.846745,47.354713,19.098461,26.654217,25.433136,11.567388,11.1497135,10.612462,5.461848,2.6589117,113205-5-1-1.wav,5,0,Engine Idling
0.053018294,0.0031494465712383,616.4665810817967,-503.43353,183.42023,43.5565,50.006397,45.52694,17.945822,26.081282,24.211151,12.270098,12.027122,11.35445,7.3072596,3.5179396,113205-5-1-2.wav,5,0,Engine Idling
0.053042118,0.0031565984936751,601.2845287301541,-502.63315,183.85617,42.783844,49.45353,45.851707,17.60829,25.251387,24.061771,12.606745,12.186645,11.537337,8.154694,4.097583,113205-5-1-3.wav,5,0,Engine Idling
0.05328039,0.0031644005908788,608.3061717853602,-500.37692,182.70677,43.86567,49.07056,45.87863,17.843332,25.022062,24.057247,12.380215,12.177876,11.460269,7.827882,4.6671963,113205-5-1-4.wav,5,0,Engine Idling
0.053761203,0.0032112131741011,603.9710209217578,-502.47595,180.93114,45.01678,51.35531,46.180542,17.842764,26.006544,24.436958,12.3816185,12.350346,11.022507,6.936232,4.137287,113205-5-1-5.wav,5,0,Engine Idling
0.054185096,0.0033074390396138,593.3909107511613,-503.56357,176.45232,47.4673,51.77016,47.175953,19.024553,26.476177,25.93177,12.719486,11.65209,10.892821,6.397578,3.3255887,113205-5-1-6.wav,5,0,Engine Idling
0.054362006,0.0034095164780292,588.6354012567751,-505.05585,177.18637,44.25404,51.563515,49.223885,21.779316,28.320492,25.434889,11.537167,10.589597,10.5193405,6.9931617,3.710502,113205-5-1-8.wav,5,0,Engine Idling
0.05447019,0.0033451491760985,584.3119605260619,-504.3396,178.18803,44.69598,51.53882,48.819187,20.962595,27.737034,25.117407,11.123833,10.355146,10.5782385,7.3029056,4.243112,113205-5-1-9.wav,5,0,Engine Idling
0.035983663,0.0792755776263298,3426.703466270804,-410.30344,68.75999,-40.63584,-21.726713,-21.883,-25.120274,-16.386879,-0.6758209,13.347093,6.0808973,-2.4177265,-2.9797797,-4.117096,114587-3-0-2.wav,3,2,Drilling Noise
0.067427196,0.0810300137134308,3212.7717214004124,-318.79694,92.14729,-85.399025,-24.568956,-39.95949,-34.972057,-19.469172,-5.2560306,11.885063,1.2929673,-2.915256,-4.2727747,-6.662596,114587-3-0-4.wav,3,2,Drilling Noise
0.04327359,0.0878256939827127,3416.0034787440263,-350.9207,90.36767,-78.89821,-20.67301,-40.60069,-32.36735,-18.02953,-2.5154521,11.022983,-4.185495,-5.884507,-3.4155598,-5.5712175,114587-3-0-5.wav,3,2,Drilling Noise
0.034738503,0.0758433240525266,3178.1753226476726,-415.48486,86.08436,-50.909267,-27.164932,-23.847677,-27.746788,-19.619751,-4.493988,10.533031,6.7261987,2.569005,-1.6897248,-8.299181,114587-3-0-7.wav,3,2,Drilling Noise
0.016022688,0.0550316343916223,2804.702480358589,-482.25232,102.974846,-19.737543,-33.812527,-28.16627,-8.973941,-5.7206244,-3.5574262,4.1737266,11.208847,7.450545,2.8526864,2.2417338,118101-3-0-0.wav,3,3,Children Playing
0.0030117375,0.0695359250332446,3894.496662730779,-626.8475,114.12181,-16.01085,-4.998115,-1.6754904,-1.5832696,-6.3307652,0.09621373,3.9235847,4.8192,5.9904556,7.8487444,1.9083794,118101-3-0-3.wav,3,1,Traffic Horns
0.0032974149,0.0750329849567819,3929.8500772769657,-617.6694,114.146,-13.795124,-5.6776214,-6.0516515,-1.8421658,-5.9203677,-0.5773957,2.4995196,5.6130652,6.9923773,7.558234,-0.20440902,118101-3-0-4.wav,3,1,Traffic Horns
0.0032293873,0.1083438954454787,5217.92978974445,-613.49725,35.793446,7.632143,8.0877495,6.9387407,1.5683352,-3.0815735,0.9689796,3.6714063,3.2333274,4.2952986,5.1012254,1.9887432,118101-3-0-6.wav,3,1,Traffic Horns
0.01814644,0.0161093853889627,1061.244819992828,-440.44714,191.88475,-4.03714,12.12223,4.7764955,0.69277954,23.197582,17.674799,19.590782,13.986803,1.3393226,4.4123936,5.1613846,118279-8-0-0.wav,8,0,Engine Idling
0.017122822,0.016769084524601,1105.294714299531,-442.10107,191.33243,-7.68205,12.748129,5.253919,1.8595146,26.927677,17.474125,15.586044,10.063424,-0.5760246,6.296915,8.296996,118279-8-0-1.wav,8,0,Engine Idling
0.014306266,0.0252360891788563,1214.3135558644797,-446.90674,198.94485,-12.732868,12.003076,-1.7129831,1.9858817,22.994656,16.183477,19.927475,12.556701,0.19253232,5.598924,7.090554,118279-8-0-10.wav,8,0,Engine Idling
